"ID","Ortnamn","N","E","LOPNR","Namntyp_nr","Språk_nr","Sockenstad_nr","Län_nr","Kommun_nr","Kombo","Sockenstad","nr"
17267,"Särkijärvi",7474300.00,777183.00,4159973.00,8,6,10,2,4,"Särkijärvi_4159973_10","Gällivare",10
17268,"Särkijärvi",7490310.00,794495.00,4159974.00,8,6,10,2,4,"Särkijärvi_4159974_10","Gällivare",10
17269,"Särkijärvi",7492723.00,771568.00,4159975.00,8,6,10,2,4,"Särkijärvi_4159975_10","Gällivare",10
17270,"Särkimaa",7489876.00,795615.00,4159992.00,5,6,10,2,4,"Särkimaa_4159992_10","Gällivare",10
17271,"Särkivaara",7424634.00,801178.00,4160005.00,1,6,10,2,4,"Särkivaara_4160005_10","Gällivare",10
17272,"Särkivaara",7448126.00,794334.00,4160007.00,5,6,10,2,4,"Särkivaara_4160007_10","Gällivare",10
17273,"Särkivaaranperä",7445926.00,797133.00,4160009.00,5,6,10,2,4,"Särkivaaranperä_4160009_10","Gällivare",10
17274,"Särkivuoma",7490046.00,794690.00,4160017.00,4,6,10,2,4,"Särkivuoma_4160017_10","Gällivare",10
17275,"Särkivuopio",7450339.00,772507.00,4160021.00,5,6,10,2,4,"Särkivuopio_4160021_10","Gällivare",10
17276,"Sierggajávrre",7420910.00,747874.00,4160023.00,8,2,10,2,4,"Sierggajávrre_4160023_10","Gällivare",10
17277,"Särkijärvi",7420955.00,747874.00,4160023.00,8,6,10,2,4,"Särkijärvi_4160023_10","Gällivare",10
17278,"Södra Björkberget",7393874.00,813739.00,4163328.00,5,5,10,2,4,"Södra Björkberget_4163328_10","Gällivare",10
17279,"Södra Brännlandet",7381191.00,779972.00,4163564.00,5,5,10,2,4,"Södra Brännlandet_4163564_10","Gällivare",10
17280,"Ruohkovárre",7396743.00,779885.00,4165651.00,5,2,10,2,4,"Ruohkovárre_4165651_10","Gällivare",10
17281,"Södra Ruokovare",7395923.00,780364.00,4165651.00,5,5,10,2,4,"Södra Ruokovare_4165651_10","Gällivare",10
17282,"Södra Vinakberget",7401617.00,797734.00,4166629.00,5,5,10,2,4,"Södra Vinakberget_4166629_10","Gällivare",10
17283,"Sölkäsaari",7491519.00,785576.00,4167628.00,5,6,10,2,4,"Sölkäsaari_4167628_10","Gällivare",10
17284,"Sölkävuoma",7452424.00,794253.00,4167630.00,4,6,10,2,4,"Sölkävuoma_4167630_10","Gällivare",10
17285,"Unna Gajbba",7394913.00,767159.00,4170354.00,5,2,10,2,4,"Unna Gajbba_4170354_10","Gällivare",10
17286,"Sör-Kaipa",7394840.00,767009.00,4170354.00,5,5,10,2,4,"Sör-Kaipa_4170354_10","Gällivare",10
17287,"Taipalrova",7446906.00,798391.00,4173039.00,5,6,10,2,4,"Taipalrova_4173039_10","Gällivare",10
17288,"Takamaa",7417118.00,800773.00,4173078.00,5,6,10,2,4,"Takamaa_4173078_10","Gällivare",10
17289,"Takavuoma",7453420.00,797289.00,4173121.00,4,6,10,2,4,"Takavuoma_4173121_10","Gällivare",10
17290,"Takkijärvi",7428653.00,766076.00,4173201.00,8,6,10,2,4,"Takkijärvi_4173201_10","Gällivare",10
17291,"Talhaankumpu",7425016.00,770248.00,4173488.00,5,6,10,2,4,"Talhaankumpu_4173488_10","Gällivare",10
17292,"Tallbacken",7459697.00,751741.00,4173746.00,1,5,10,2,4,"Tallbacken_4173746_10","Gällivare",10
17293,"Tallnäs",7462358.00,756034.00,4175231.00,1,5,10,2,4,"Tallnäs_4175231_10","Gällivare",10
17294,"Talludden",7460853.00,737360.00,4175792.00,5,5,10,2,4,"Talludden_4175792_10","Gällivare",10
17295,"Talojärvi",7433831.00,772923.00,4176135.00,8,6,10,2,4,"Talojärvi_4176135_10","Gällivare",10
17296,"Talvatisvaara",7464585.00,740899.00,4176180.00,5,6,10,2,4,"Talvatisvaara_4176180_10","Gällivare",10
17297,"Iso Talvijärvi",7435796.00,758032.00,4176184.00,8,6,10,2,4,"Iso Talvijärvi_4176184_10","Gällivare",10
17298,"Talvimaa",7456233.00,794823.00,4176187.00,5,6,10,2,4,"Talvimaa_4176187_10","Gällivare",10
17299,"Talvirova",7417427.00,799287.00,4176192.00,1,6,10,2,4,"Talvirova_4176192_10","Gällivare",10
17300,"Talvirova",7421332.00,795872.00,4176193.00,5,6,10,2,4,"Talvirova_4176193_10","Gällivare",10
17301,"Talvirova",7419438.00,797830.00,4176194.00,5,6,10,2,4,"Talvirova_4176194_10","Gällivare",10
17302,"Talvirovanjärvi",7420387.00,795490.00,4176196.00,8,6,10,2,4,"Talvirovanjärvi_4176196_10","Gällivare",10
17303,"Talvitiejärvi",7449856.00,761560.00,4176199.00,8,6,10,2,4,"Talvitiejärvi_4176199_10","Gällivare",10
17304,"Talvitiejärvi",7438079.00,776627.00,4176201.00,8,6,10,2,4,"Talvitiejärvi_4176201_10","Gällivare",10
17305,"Talvitienjärvi",7483888.00,757037.00,4176206.00,8,6,10,2,4,"Talvitienjärvi_4176206_10","Gällivare",10
17306,"Talvitienvaara",7456590.00,772758.00,4176208.00,5,6,10,2,4,"Talvitienvaara_4176208_10","Gällivare",10
17307,"Tammenharjut",7425710.00,786605.00,4176257.00,5,6,10,2,4,"Tammenharjut_4176257_10","Gällivare",10
17308,"Tammikuosanen",7422432.00,746182.00,4176263.00,5,6,10,2,4,"Tammikuosanen_4176263_10","Gällivare",10
17309,"Tammikuusikko",7456439.00,802954.00,4176264.00,5,6,10,2,4,"Tammikuusikko_4176264_10","Gällivare",10
17310,"Dábmukjávrre",7412200.00,788285.00,4176274.00,8,2,10,2,4,"Dábmukjávrre_4176274_10","Gällivare",10
17311,"Tammukkajärvi",7412255.00,788277.00,4176274.00,8,6,10,2,4,"Tammukkajärvi_4176274_10","Gällivare",10
17312,"Tammukkajärvi",7459909.00,779429.00,4176275.00,8,6,10,2,4,"Tammukkajärvi_4176275_10","Gällivare",10
17313,"Tammukkajärvi",7460213.00,778277.00,4176276.00,8,6,10,2,4,"Tammukkajärvi_4176276_10","Gällivare",10
17314,"Dábmukvárre",7412141.00,786306.00,4176279.00,5,2,10,2,4,"Dábmukvárre_4176279_10","Gällivare",10
17315,"Tammukkavaara",7411757.00,786398.00,4176279.00,5,6,10,2,4,"Tammukkavaara_4176279_10","Gällivare",10
17316,"Tapassnasku",7441824.00,748734.00,4176700.00,5,6,10,2,4,"Tapassnasku_4176700_10","Gällivare",10
17317,"Tapasvaara",7443502.00,747516.00,4176701.00,5,6,10,2,4,"Tapasvaara_4176701_10","Gällivare",10
17318,"Dábmukjávrre",7382548.00,795985.00,4176757.00,8,2,10,2,4,"Dábmukjávrre_4176757_10","Gällivare",10
17319,"Tapmoktjärnen",7382591.00,795976.00,4176757.00,8,5,10,2,4,"Tapmoktjärnen_4176757_10","Gällivare",10
17320,"Dábmukvárre",7383449.00,793248.00,4176760.00,5,2,10,2,4,"Dábmukvárre_4176760_10","Gällivare",10
17321,"Dáhppagaáhpe",7407246.00,758389.00,4176773.00,5,2,10,2,4,"Dáhppagaáhpe_4176773_10","Gällivare",10
17322,"Taulakielinen",7443714.00,771127.00,4177359.00,5,6,10,2,4,"Taulakielinen_4177359_10","Gällivare",10
17323,"Taussaajo",7444727.00,793463.00,4177366.00,5,6,10,2,4,"Taussaajo_4177366_10","Gällivare",10
17324,"Tavijärvi",7418404.00,752866.00,4177460.00,8,6,10,2,4,"Tavijärvi_4177460_10","Gällivare",10
17325,"Tavilompolo",7487474.00,762256.00,4177463.00,8,6,10,2,4,"Tavilompolo_4177463_10","Gällivare",10
17326,"Teletöisenhuornanen",7482130.00,785637.00,4178539.00,5,6,10,2,4,"Teletöisenhuornanen_4178539_10","Gällivare",10
17327,"Teletöisenperävuoma",7479421.00,789443.00,4178540.00,4,6,10,2,4,"Teletöisenperävuoma_4178540_10","Gällivare",10
17328,"Tervahautajärvi",7418553.00,763392.00,4179090.00,8,6,10,2,4,"Tervahautajärvi_4179090_10","Gällivare",10
17329,"Tervajärvenvuoma",7462430.00,788132.00,4179103.00,4,6,10,2,4,"Tervajärvenvuoma_4179103_10","Gällivare",10
17330,"Tervajärvi",7446582.00,759798.00,4179109.00,8,6,10,2,4,"Tervajärvi_4179109_10","Gällivare",10
17331,"Tervajärvi",7462695.00,788318.00,4179110.00,8,6,10,2,4,"Tervajärvi_4179110_10","Gällivare",10
17332,"Tervamaa",7441624.00,804637.00,4179119.00,5,6,10,2,4,"Tervamaa_4179119_10","Gällivare",10
17333,"Tervassuanto",7504982.00,752245.00,4179133.00,6,6,14,2,6,"Tervassuanto_4179133_14","Kiruna",14
17334,"Tervavuoma",7493453.00,719955.00,4179140.00,4,6,10,2,4,"Tervavuoma_4179140_10","Gällivare",10
17335,"Teukkajärvi",7492165.00,772105.00,4179221.00,8,6,10,2,4,"Teukkajärvi_4179221_10","Gällivare",10
17336,"Teukkalantto",7491697.00,772572.00,4179224.00,8,6,10,2,4,"Teukkalantto_4179224_10","Gällivare",10
17337,"Diddnogiedde",7435328.00,758689.00,4179581.00,1,2,10,2,4,"Diddnogiedde_4179581_10","Gällivare",10
17338,"Tidnokenttä",7436050.00,760417.00,4179581.00,1,6,10,2,4,"Tidnokenttä_4179581_10","Gällivare",10
17339,"Tidnovaara",7434103.00,759966.00,4179582.00,5,6,10,2,4,"Tidnovaara_4179582_10","Gällivare",10
17340,"Tiehaarajärvi",7425821.00,765582.00,4179618.00,8,6,10,2,4,"Tiehaarajärvi_4179618_10","Gällivare",10
17341,"Tiejärvet",7445211.00,788871.00,4179622.00,8,6,10,2,4,"Tiejärvet_4179622_10","Gällivare",10
17342,"Tiejärvi",7414320.00,756882.00,4179624.00,8,6,10,2,4,"Tiejärvi_4179624_10","Gällivare",10
17343,"Tiejärvi",7447091.00,770303.00,4179625.00,8,6,10,2,4,"Tiejärvi_4179625_10","Gällivare",10
17344,"Tiejärvi",7449019.00,769726.00,4179626.00,8,6,10,2,4,"Tiejärvi_4179626_10","Gällivare",10
17345,"Tierova",7444665.00,788463.00,4179639.00,5,6,10,2,4,"Tierova_4179639_10","Gällivare",10
17346,"Tievanniemi",7450248.00,770530.00,4179658.00,5,6,10,2,4,"Tievanniemi_4179658_10","Gällivare",10
17347,"Tiheämännikkö",7434856.00,777498.00,4179798.00,5,6,10,2,4,"Tiheämännikkö_4179798_10","Gällivare",10
17348,"Tiheämännikkö",7458718.00,798567.00,4179804.00,5,6,10,2,4,"Tiheämännikkö_4179804_10","Gällivare",10
17349,"Tiheämännikönjärvi",7434005.00,777170.00,4179805.00,8,6,10,2,4,"Tiheämännikönjärvi_4179805_10","Gällivare",10
17350,"Tingvallskulle",7465017.00,745129.00,4181338.00,5,5,10,2,4,"Tingvallskulle_4181338_10","Gällivare",10
17351,"Tirroniemi",7491227.00,785329.00,4181480.00,5,6,10,2,4,"Tirroniemi_4181480_10","Gällivare",10
17352,"Tiukujärvi",7435816.00,754795.00,4181885.00,8,6,10,2,4,"Tiukujärvi_4181885_10","Gällivare",10
17353,"Divrevárre",7403556.00,771636.00,4181892.00,1,2,10,2,4,"Divrevárre_4181892_10","Gällivare",10
17354,"Tiurevaara",7403609.00,771632.00,4181892.00,1,6,10,2,4,"Tiurevaara_4181892_10","Gällivare",10
17355,"Divrevárre",7404276.00,771579.00,4181893.00,5,2,10,2,4,"Divrevárre_4181893_10","Gällivare",10
17356,"Tiurevaara",7404340.00,771588.00,4181893.00,5,6,10,2,4,"Tiurevaara_4181893_10","Gällivare",10
17357,"Tivaoihki",7390121.00,803990.00,4181897.00,5,2,10,2,4,"Tivaoihki_4181897_10","Gällivare",10
17358,"Tjalmebieljávrre",7387965.00,802372.00,4182036.00,8,2,10,2,4,"Tjalmebieljávrre_4182036_10","Gällivare",10
17359,"Tjanaskumpu",7405056.00,786625.00,4182053.00,5,6,10,2,4,"Tjanaskumpu_4182053_10","Gällivare",10
17360,"Tjanásgåbbå",7407237.00,783101.00,4182054.00,5,2,10,2,4,"Tjanásgåbbå_4182054_10","Gällivare",10
17361,"Tjanasvaara",7411877.00,749718.00,4182055.00,5,6,10,2,4,"Tjanasvaara_4182055_10","Gällivare",10
17362,"Tjáhppisvárre",7388290.00,788256.00,4182064.00,5,2,10,2,4,"Tjáhppisvárre_4182064_10","Gällivare",10
17363,"Tjáhppisvárre",7454089.00,702649.00,4182066.00,5,2,10,2,4,"Tjáhppisvárre_4182066_10","Gällivare",10
17364,"Tjáhtjetjåhkkå",7380625.00,787815.00,4182092.00,5,2,10,2,4,"Tjáhtjetjåhkkå_4182092_10","Gällivare",10
17365,"Tjeikaankumpu",7475707.00,743601.00,4182176.00,5,6,10,2,4,"Tjeikaankumpu_4182176_10","Gällivare",10
17366,"Tjeikaslompolo",7475028.00,742962.00,4182177.00,8,6,10,2,4,"Tjeikaslompolo_4182177_10","Gällivare",10
17367,"Tjiegarduottar",7407804.00,793660.00,4182178.00,5,2,10,2,4,"Tjiegarduottar_4182178_10","Gällivare",10
17368,"Tjekartunturi",7408390.00,792566.00,4182178.00,5,6,10,2,4,"Tjekartunturi_4182178_10","Gällivare",10
17369,"Tjekarvaara",7426117.00,794612.00,4182179.00,5,6,10,2,4,"Tjekarvaara_4182179_10","Gällivare",10
17370,"Tjiegŋalis",7435889.00,758644.00,4182186.00,8,2,10,2,4,"Tjiegŋalis_4182186_10","Gällivare",10
17371,"Tjeuriskielinen",7426822.00,752804.00,4182220.00,5,6,10,2,4,"Tjeuriskielinen_4182220_10","Gällivare",10
17372,"Tjeuriskielinen",7425780.00,755974.00,4182221.00,5,6,10,2,4,"Tjeuriskielinen_4182221_10","Gällivare",10
17373,"Tjeutjasjänkkä",7457044.00,743004.00,4182223.00,5,6,10,2,4,"Tjeutjasjänkkä_4182223_10","Gällivare",10
17374,"Tjeutjaslahti",7457296.00,742843.00,4182224.00,6,6,10,2,4,"Tjeutjaslahti_4182224_10","Gällivare",10
17375,"Tjeutjasniemi",7457470.00,743383.00,4182225.00,5,6,10,2,4,"Tjeutjasniemi_4182225_10","Gällivare",10
17376,"Tjijllaroavve",7408033.00,788494.00,4182249.00,5,6,10,2,4,"Tjijllaroavve_4182249_10","Gällivare",10
17377,"Tjolmijärvi",7436450.00,758666.00,4182413.00,8,6,10,2,4,"Tjolmijärvi_4182413_10","Gällivare",10
17378,"Tjuoldajiegge",7442673.00,713497.00,4182421.00,4,2,10,2,4,"Tjuoldajiegge_4182421_10","Gällivare",10
17379,"Tjuoldajávrásj",7443252.00,713087.00,4182564.00,8,2,10,2,4,"Tjuoldajávrásj_4182564_10","Gällivare",10
17380,"Tjuoldavárre",7442883.00,712297.00,4182565.00,5,2,10,2,4,"Tjuoldavárre_4182565_10","Gällivare",10
17381,"Tjuorvvomgåbbå",7382499.00,789923.00,4182584.00,5,2,10,2,4,"Tjuorvvomgåbbå_4182584_10","Gällivare",10
17382,"Tjuhppaskájdde",7413686.00,798768.00,4182596.00,5,2,10,2,4,"Tjuhppaskájdde_4182596_10","Gällivare",10
17383,"Tjoalmmevárre",7459254.00,685397.00,4183635.00,5,2,10,2,4,"Tjoalmmevárre_4183635_10","Gällivare",10
17384,"Tjåppok",7380596.00,793090.00,4183661.00,5,2,10,2,4,"Tjåppok_4183661_10","Gällivare",10
17385,"Tjäderåsen",7467698.00,739237.00,4184157.00,5,5,10,2,4,"Tjäderåsen_4184157_10","Gällivare",10
17386,"Tjärdalsträsket",7423808.00,754904.00,4184474.00,8,5,10,2,4,"Tjärdalsträsket_4184474_10","Gällivare",10
17387,"Tjierromajiegge",7453646.00,767602.00,4186281.00,4,2,10,2,4,"Tjierromajiegge_4186281_10","Gällivare",10
17388,"Tjävresjávrre",7440833.00,746234.00,4186440.00,8,2,10,2,4,"Tjävresjávrre_4186440_10","Gällivare",10
17389,"Tjävresgielas",7442297.00,746900.00,4186441.00,5,2,10,2,4,"Tjävresgielas_4186441_10","Gällivare",10
17390,"Tohtajajärvi",7489009.00,765025.00,4187240.00,8,6,10,2,4,"Tohtajajärvi_4187240_10","Gällivare",10
17391,"Tolkkikielinen",7468221.00,776208.00,4187650.00,5,6,10,2,4,"Tolkkikielinen_4187650_10","Gällivare",10
17392,"Tolppalaki",7451819.00,807034.00,4187818.00,5,6,10,2,4,"Tolppalaki_4187818_10","Gällivare",10
17393,"Tolppalaki",7440597.00,795571.00,4187819.00,5,6,10,2,4,"Tolppalaki_4187819_10","Gällivare",10
17394,"Tomujärvi",7487522.00,744625.00,4189084.00,8,6,10,2,4,"Tomujärvi_4189084_10","Gällivare",10
17395,"Torasantinjänkkä",7433665.00,785772.00,4189640.00,4,6,10,2,4,"Torasantinjänkkä_4189640_10","Gällivare",10
17396,"Doares",7424549.00,806552.00,4189642.00,1,2,10,2,4,"Doares_4189642_10","Gällivare",10
17397,"Torasjärvi",7424587.00,806571.00,4189642.00,1,6,10,2,4,"Torasjärvi_4189642_10","Gällivare",10
17398,"Torasjärvi",7481366.00,746486.00,4189644.00,8,6,10,2,4,"Torasjärvi_4189644_10","Gällivare",10
17399,"Torasjärvi",7425693.00,807000.00,4189645.00,8,6,10,2,4,"Torasjärvi_4189645_10","Gällivare",10
17400,"Toraspalo",7410215.00,791882.00,4189651.00,5,6,10,2,4,"Toraspalo_4189651_10","Gällivare",10
17401,"Torasrova",7423391.00,805556.00,4189652.00,5,6,10,2,4,"Torasrova_4189652_10","Gällivare",10
17402,"Doaresvárre",7411035.00,790515.00,4189661.00,5,2,10,2,4,"Doaresvárre_4189661_10","Gällivare",10
17403,"Torasvaara",7411754.00,789764.00,4189661.00,5,6,10,2,4,"Torasvaara_4189661_10","Gällivare",10
17404,"Torasvaara",7424646.00,803670.00,4189662.00,5,6,10,2,4,"Torasvaara_4189662_10","Gällivare",10
17405,"Torisheden",7396588.00,775166.00,4190234.00,5,5,10,2,4,"Torisheden_4190234_10","Gällivare",10
17406,"Toriskielinen",7456393.00,737185.00,4190235.00,5,6,10,2,4,"Toriskielinen_4190235_10","Gällivare",10
17407,"Toriskielisenjänkkä",7455209.00,734437.00,4190236.00,4,6,10,2,4,"Toriskielisenjänkkä_4190236_10","Gällivare",10
17408,"Torisuitto",7463745.00,769065.00,4190238.00,4,6,10,2,4,"Torisuitto_4190238_10","Gällivare",10
17409,"Doaresgielas",7398215.00,773482.00,4190241.00,5,2,10,2,4,"Doaresgielas_4190241_10","Gällivare",10
17410,"Torisåsen",7398267.00,773535.00,4190241.00,5,5,10,2,4,"Torisåsen_4190241_10","Gällivare",10
17411,"Torrijärvi",7416126.00,799149.00,4192979.00,8,6,10,2,4,"Torrijärvi_4192979_10","Gällivare",10
17412,"Torrivaara",7415034.00,802939.00,4192997.00,1,6,10,2,4,"Torrivaara_4192997_10","Gällivare",10
17413,"Dårrevárre",7415756.00,800944.00,4192998.00,5,2,10,2,4,"Dårrevárre_4192998_10","Gällivare",10
17414,"Torrivaara",7415954.00,800923.00,4192998.00,5,6,10,2,4,"Torrivaara_4192998_10","Gällivare",10
17415,"Tossajärvi",7483941.00,771079.00,4195184.00,8,6,10,2,4,"Tossajärvi_4195184_10","Gällivare",10
17416,"Tráhppojávrre",7419444.00,744698.00,4197222.00,8,2,10,2,4,"Tráhppojávrre_4197222_10","Gällivare",10
17417,"Trolltjärnen",7468266.00,741207.00,4201040.00,8,5,10,2,4,"Trolltjärnen_4201040_10","Gällivare",10
17418,"Tromparisaari",7479397.00,746058.00,4201278.00,5,6,10,2,4,"Tromparisaari_4201278_10","Gällivare",10
17419,"Tuiskujärvi",7473524.00,791099.00,4205222.00,8,6,10,2,4,"Tuiskujärvi_4205222_10","Gällivare",10
17420,"Tuiskulantto",7489797.00,751674.00,4205223.00,8,6,10,2,4,"Tuiskulantto_4205223_10","Gällivare",10
17421,"Tuiskuvuoma",7473956.00,792260.00,4205224.00,4,6,10,2,4,"Tuiskuvuoma_4205224_10","Gällivare",10
17422,"Tunturisnasku",7450547.00,745315.00,4206615.00,5,6,10,2,4,"Tunturisnasku_4206615_10","Gällivare",10
17423,"Tunturitausjänkkä",7451046.00,737047.00,4206616.00,4,6,10,2,4,"Tunturitausjänkkä_4206616_10","Gällivare",10
17424,"Tuohimaa",7455427.00,796064.00,4206654.00,5,6,10,2,4,"Tuohimaa_4206654_10","Gällivare",10
17425,"Duolbba",7405456.00,773200.00,4206684.00,5,2,10,2,4,"Duolbba_4206684_10","Gällivare",10
17426,"Tuomasjärvi",7489806.00,772171.00,4206694.00,8,6,10,2,4,"Tuomasjärvi_4206694_10","Gällivare",10
17427,"Tuomijärvi",7440592.00,754446.00,4206696.00,8,6,10,2,4,"Tuomijärvi_4206696_10","Gällivare",10
17428,"Tuominiemi",7464588.00,779589.00,4206700.00,5,6,10,2,4,"Tuominiemi_4206700_10","Gällivare",10
17429,"Tuomisaarenvuoma",7463979.00,789988.00,4206701.00,4,6,10,2,4,"Tuomisaarenvuoma_4206701_10","Gällivare",10
17430,"Duommák",7387274.00,783417.00,4206704.00,5,2,10,2,4,"Duommák_4206704_10","Gällivare",10
17431,"Tuulijärvi",7442718.00,809633.00,4207549.00,8,6,10,2,4,"Tuulijärvi_4207549_10","Gällivare",10
17432,"Tuulivuomanjärvet",7427450.00,759676.00,4207556.00,8,6,10,2,4,"Tuulivuomanjärvet_4207556_10","Gällivare",10
17433,"Tätholmen",7405867.00,811780.00,4213248.00,5,5,10,2,4,"Tätholmen_4213248_10","Gällivare",10
17434,"Törmäsjärvi",7492660.00,782197.00,4213717.00,8,6,10,2,4,"Törmäsjärvi_4213717_10","Gällivare",10
17435,"Uhtjávárre",7390218.00,779004.00,4215592.00,5,2,10,2,4,"Uhtjávárre_4215592_10","Gällivare",10
17436,"Uito",7475824.00,746848.00,4216381.00,5,6,10,2,4,"Uito_4216381_10","Gällivare",10
17437,"Ulkujärvi",7496911.00,777978.00,4216567.00,8,6,10,2,4,"Ulkujärvi_4216567_10","Gällivare",10
17438,"Ullát",7449429.00,796680.00,4216628.00,2,3,10,2,4,"Ullát_4216628_10","Gällivare",10
17439,"Ullatti",7449491.00,796640.00,4216628.00,2,6,10,2,4,"Ullatti_4216628_10","Gällivare",10
17440,"Ullattijärvet",7451146.00,798538.00,4216630.00,8,6,10,2,4,"Ullattijärvet_4216630_10","Gällivare",10
17441,"Ullattiniemi",7490487.00,761040.00,4216631.00,5,6,10,2,4,"Ullattiniemi_4216631_10","Gällivare",10
17442,"Unna Čoavddagobba",7497508.00,744230.00,4218470.00,5,3,10,2,4,"Unna Čoavddagobba_4218470_10","Gällivare",10
17443,"Unna Hapsas",7440990.00,711685.00,4218475.00,5,2,10,2,4,"Unna Hapsas_4218475_10","Gällivare",10
17444,"Unna Hapsas",7441206.00,713591.00,4218476.00,8,2,10,2,4,"Unna Hapsas_4218476_10","Gällivare",10
17445,"Unna Biellogielas",7401353.00,778304.00,4218483.00,5,2,10,2,4,"Unna Biellogielas_4218483_10","Gällivare",10
17446,"Årekgåbbå",7429821.00,779277.00,4219225.00,5,2,10,2,4,"Årekgåbbå_4219225_10","Gällivare",10
17447,"Urakkakumpu",7429729.00,778922.00,4219225.00,5,6,10,2,4,"Urakkakumpu_4219225_10","Gällivare",10
17448,"Urddajávrre",7418612.00,738618.00,4219580.00,8,2,10,2,4,"Urddajávrre_4219580_10","Gällivare",10
17449,"Urtjuvárre",7419946.00,739205.00,4219585.00,5,2,10,2,4,"Urtjuvárre_4219585_10","Gällivare",10
17450,"Urtomankaivos",7461944.00,799287.00,4219587.00,4,6,10,2,4,"Urtomankaivos_4219587_10","Gällivare",10
17451,"Urtomanpalo",7460820.00,799633.00,4219588.00,5,6,10,2,4,"Urtomanpalo_4219588_10","Gällivare",10
17452,"Uuenjänkäntausta",7460136.00,779717.00,4221205.00,5,6,10,2,4,"Uuenjänkäntausta_4221205_10","Gällivare",10
17453,"Uusijänkkä",7459119.00,798790.00,4221234.00,4,6,10,2,4,"Uusijänkkä_4221234_10","Gällivare",10
17454,"Uusijänkkä",7460472.00,778337.00,4221235.00,4,6,10,2,4,"Uusijänkkä_4221235_10","Gällivare",10
17455,"Uusijärvi",7445904.00,788175.00,4221255.00,8,6,10,2,4,"Uusijärvi_4221255_10","Gällivare",10
17456,"Uusijärvi",7489075.00,776469.00,4221256.00,8,6,10,2,4,"Uusijärvi_4221256_10","Gällivare",10
17457,"Uusisainmaa",7418239.00,803025.00,4221271.00,5,6,10,2,4,"Uusisainmaa_4221271_10","Gällivare",10
17458,"Vaarajärvi",7489911.00,767347.00,4221833.00,8,6,10,2,4,"Vaarajärvi_4221833_10","Gällivare",10
17459,"Vaaranalusjärvi",7490075.00,746483.00,4221839.00,8,6,10,2,4,"Vaaranalusjärvi_4221839_10","Gällivare",10
17460,"Vaaranen",7414843.00,764166.00,4221840.00,5,6,10,2,4,"Vaaranen_4221840_10","Gällivare",10
17461,"Vaaranjänkkä",7438118.00,786276.00,4221843.00,5,6,10,2,4,"Vaaranjänkkä_4221843_10","Gällivare",10
17462,"Vaaranjärvi",7445195.00,783280.00,4221846.00,8,6,10,2,4,"Vaaranjärvi_4221846_10","Gällivare",10
17463,"Vaaranpääjärvi",7447934.00,779471.00,4221852.00,4,6,10,2,4,"Vaaranpääjärvi_4221852_10","Gällivare",10
17464,"Vaarantausjänkkä",7455563.00,764418.00,4221858.00,4,6,10,2,4,"Vaarantausjänkkä_4221858_10","Gällivare",10
17465,"Vaarapelto",7418181.00,784082.00,4221872.00,5,6,10,2,4,"Vaarapelto_4221872_10","Gällivare",10
17466,"Vaarasenjärvi",7419095.00,748815.00,4221875.00,8,6,10,2,4,"Vaarasenjärvi_4221875_10","Gällivare",10
17467,"Vadavárri",7476847.00,754004.00,4222232.00,5,3,10,2,4,"Vadavárri_4222232_10","Gällivare",10
17468,"Vatavaara",7477192.00,754346.00,4222232.00,5,6,10,2,4,"Vatavaara_4222232_10","Gällivare",10
17469,"Váhtjerjávrre",7457603.00,743014.00,4222945.00,8,2,10,2,4,"Váhtjerjávrre_4222945_10","Gällivare",10
17470,"Vassaraträsket",7456796.00,740018.00,4222945.00,8,5,10,2,4,"Vassaraträsket_4222945_10","Gällivare",10
17471,"Vasarajärvi",7457656.00,743016.00,4222945.00,8,6,10,2,4,"Vasarajärvi_4222945_10","Gällivare",10
17472,"Vaihetusjärvi",7491298.00,767900.00,4222946.00,8,6,10,2,4,"Vaihetusjärvi_4222946_10","Gällivare",10
17473,"Vaikkojärvi",7496635.00,780357.00,4222958.00,8,6,10,2,4,"Vaikkojärvi_4222958_10","Gällivare",10
17474,"Vaikkojärvi",7497078.00,781905.00,4222958.00,8,6,14,2,4,"Vaikkojärvi_4222958_14","Kiruna",14
17475,"Vaikkojärvi",7496732.00,781188.00,4222958.00,8,6,14,2,6,"Vaikkojärvi_4222958_14","Kiruna",14
17476,"Vaikkovaaranjärvi",7497433.00,782726.00,4222961.00,8,6,10,2,4,"Vaikkovaaranjärvi_4222961_10","Gällivare",10
17477,"Valheden",7369917.00,781978.00,4223946.00,5,5,10,2,4,"Valheden_4223946_10","Gällivare",10
17478,"Valkeajärvi",7415733.00,759633.00,4224024.00,8,6,10,2,4,"Valkeajärvi_4224024_10","Gällivare",10
17479,"Valkeajärvi",7417105.00,743082.00,4224025.00,8,6,10,2,4,"Valkeajärvi_4224025_10","Gällivare",10
17480,"Valtio",7462903.00,782214.00,4226613.00,1,6,10,2,4,"Valtio_4226613_10","Gällivare",10
17481,"Vanhajänkkä",7495527.00,769652.00,4227177.00,4,6,10,2,4,"Vanhajänkkä_4227177_10","Gällivare",10
17482,"Vanhamännikkö",7449366.00,798834.00,4227181.00,1,6,10,2,4,"Vanhamännikkö_4227181_10","Gällivare",10
17483,"Vanhamännikkö",7449241.00,799183.00,4227181.00,1,6,10,2,4,"Vanhamännikkö_4227181_10","Gällivare",10
