"ID","Ortnamn","N","E","LOPNR","Namntyp_nr","Språk_nr","Sockenstad_nr","Län_nr","Kommun_nr","Kombo","Sockenstad","nr"
22490,"Guolbbajávrásj",7352328.00,719344.00,3782318.00,8,2,11,2,5,"Guolbbajávrásj_3782318_11","Jokkmokk",11
22491,"Kuolpatjärnen",7352381.00,717771.00,3782318.00,8,5,11,2,5,"Kuolpatjärnen_3782318_11","Jokkmokk",11
22492,"Guolldovárre",7397975.00,745090.00,3782319.00,5,2,11,2,5,"Guolldovárre_3782319_11","Jokkmokk",11
22493,"Kuoltoberget",7397950.00,744378.00,3782319.00,5,5,11,2,5,"Kuoltoberget_3782319_11","Jokkmokk",11
22494,"Guorásjjávrátja",7362337.00,722883.00,3782358.00,8,2,11,2,5,"Guorásjjávrátja_3782358_11","Jokkmokk",11
22495,"Kuoratj-tjärnarna",7362214.00,722851.00,3782358.00,8,5,11,2,5,"Kuoratj-tjärnarna_3782358_11","Jokkmokk",11
22496,"Guorásjluokta",7362235.00,719154.00,3782360.00,6,2,11,2,5,"Guorásjluokta_3782360_11","Jokkmokk",11
22497,"Kuoratjviken",7362310.00,719263.00,3782360.00,6,5,11,2,5,"Kuoratjviken_3782360_11","Jokkmokk",11
22498,"Guorbbaluokta",7404393.00,665610.00,3782378.00,6,2,11,2,5,"Guorbbaluokta_3782378_11","Jokkmokk",11
22499,"Guorboajvve",7419065.00,653226.00,3782383.00,5,2,11,2,5,"Guorboajvve_3782383_11","Jokkmokk",11
22500,"Guortekjávrásj",7376726.00,720304.00,3782386.00,8,2,11,2,5,"Guortekjávrásj_3782386_11","Jokkmokk",11
22501,"Kuortektjärnen",7376771.00,720297.00,3782386.00,8,5,11,2,5,"Kuortektjärnen_3782386_11","Jokkmokk",11
22502,"Guovsakvárásj",7368505.00,717691.00,3782392.00,5,2,11,2,5,"Guovsakvárásj_3782392_11","Jokkmokk",11
22503,"Kuosakberget",7368424.00,717286.00,3782392.00,5,5,11,2,5,"Kuosakberget_3782392_11","Jokkmokk",11
22504,"Guovsakgielas",7369528.00,719330.00,3782393.00,5,2,11,2,5,"Guovsakgielas_3782393_11","Jokkmokk",11
22505,"Kuosakheden",7369595.00,719326.00,3782393.00,5,5,11,2,5,"Kuosakheden_3782393_11","Jokkmokk",11
22506,"Guovsakgielas",7369733.00,717403.00,3782394.00,5,2,11,2,5,"Guovsakgielas_3782394_11","Jokkmokk",11
22507,"Kuosakheden",7371264.00,717894.00,3782394.00,5,5,11,2,5,"Kuosakheden_3782394_11","Jokkmokk",11
22508,"Guovsakjávrásj",7369105.00,718230.00,3782397.00,8,2,11,2,5,"Guovsakjávrásj_3782397_11","Jokkmokk",11
22509,"Kuosaktjärnen",7368930.00,716623.00,3782397.00,8,5,11,2,5,"Kuosaktjärnen_3782397_11","Jokkmokk",11
22510,"Guosasjjávrre",7411563.00,747988.00,3782406.00,8,2,11,2,5,"Guosasjjávrre_3782406_11","Jokkmokk",11
22511,"Gáddoajvnjárgga",7406208.00,658278.00,3782407.00,5,2,11,2,5,"Gáddoajvnjárgga_3782407_11","Jokkmokk",11
22512,"Guossagåbbå",7410464.00,666765.00,3782411.00,5,2,11,2,5,"Guossagåbbå_3782411_11","Jokkmokk",11
22513,"Guossagåbbå",7437899.00,706365.00,3782413.00,5,2,11,2,5,"Guossagåbbå_3782413_11","Jokkmokk",11
22514,"Guossavárásj",7412586.00,665470.00,3782420.00,5,2,11,2,5,"Guossavárásj_3782420_11","Jokkmokk",11
22515,"Guossenjárgga",7403147.00,709234.00,3782421.00,1,2,11,2,5,"Guossenjárgga_3782421_11","Jokkmokk",11
22516,"Kuossenjarka",7403705.00,707022.00,3782421.00,1,5,11,2,5,"Kuossenjarka_3782421_11","Jokkmokk",11
22517,"Guovgávrre",7395834.00,749667.00,3782437.00,8,2,11,2,5,"Guovgávrre_3782437_11","Jokkmokk",11
22518,"Gurkka",7363315.00,714247.00,3782633.00,5,2,11,2,5,"Gurkka_3782633_11","Jokkmokk",11
22519,"Kurkberget",7363392.00,714238.00,3782633.00,5,5,11,2,5,"Kurkberget_3782633_11","Jokkmokk",11
22520,"Gurkkagielas",7361409.00,715062.00,3782635.00,5,2,11,2,5,"Gurkkagielas_3782635_11","Jokkmokk",11
22521,"Kurkheden",7361458.00,714393.00,3782635.00,5,5,11,2,5,"Kurkheden_3782635_11","Jokkmokk",11
22522,"Guorggugielas",7395606.00,751252.00,3782684.00,5,2,11,2,5,"Guorggugielas_3782684_11","Jokkmokk",11
22523,"Gurvosnjágga",7407581.00,690879.00,3782909.00,1,2,11,2,5,"Gurvosnjágga_3782909_11","Jokkmokk",11
22524,"Kurvusudden",7407965.00,689200.00,3782909.00,1,5,11,2,5,"Kurvusudden_3782909_11","Jokkmokk",11
22525,"Gurvosluokta",7406887.00,691637.00,3782910.00,6,2,11,2,5,"Gurvosluokta_3782910_11","Jokkmokk",11
22526,"Kurvusviken",7406942.00,691640.00,3782910.00,6,5,11,2,5,"Kurvusviken_3782910_11","Jokkmokk",11
22527,"Kuusivaara",7412202.00,747795.00,3783617.00,5,1,11,2,5,"Kuusivaara_3783617_11","Jokkmokk",11
22528,"Kvarnberget",7385201.00,706535.00,3784719.00,5,5,11,2,5,"Kvarnberget_3784719_11","Jokkmokk",11
22529,"Kvarnberget",7353623.00,733690.00,3784720.00,5,5,11,2,5,"Kvarnberget_3784720_11","Jokkmokk",11
22530,"Kvarnbergstjärnarna",7349158.00,738662.00,3784769.00,8,5,11,2,5,"Kvarnbergstjärnarna_3784769_11","Jokkmokk",11
22531,"Kvarnholmen",7394788.00,697717.00,3785936.00,5,5,11,2,5,"Kvarnholmen_3785936_11","Jokkmokk",11
22532,"Kvarntjärnarna",7385450.00,708306.00,3787484.00,8,5,11,2,5,"Kvarntjärnarna_3787484_11","Jokkmokk",11
22533,"Kvarntjärnarna",7426644.00,615311.00,3787485.00,8,5,11,2,5,"Kvarntjärnarna_3787485_11","Jokkmokk",11
22534,"Kvarntjärnen",7366074.00,741654.00,3787669.00,8,5,11,2,5,"Kvarntjärnen_3787669_11","Jokkmokk",11
22535,"Kvarntjärnen",7375863.00,770419.00,3787670.00,8,5,11,2,5,"Kvarntjärnen_3787670_11","Jokkmokk",11
22536,"Kvarntjärnen",7420314.00,669321.00,3787671.00,8,5,11,2,5,"Kvarntjärnen_3787671_11","Jokkmokk",11
22537,"Kvarnträsket",7352220.00,732278.00,3788082.00,8,5,11,2,5,"Kvarnträsket_3788082_11","Jokkmokk",11
22538,"Kvarnträsket",7368618.00,726676.00,3788083.00,8,5,11,2,5,"Kvarnträsket_3788083_11","Jokkmokk",11
22539,"Kvarnudden",7394878.00,698770.00,3788156.00,5,5,11,2,5,"Kvarnudden_3788156_11","Jokkmokk",11
22540,"Huhttán",7428310.00,619463.00,3789252.00,1,2,11,2,5,"Huhttán_3789252_11","Jokkmokk",11
22541,"Kvikkjokk",7428381.00,619421.00,3789252.00,1,5,11,2,5,"Kvikkjokk_3789252_11","Jokkmokk",11
22542,"Kvänberget",7341729.00,717578.00,3790108.00,5,5,11,2,5,"Kvänberget_3790108_11","Jokkmokk",11
22543,"Kyrkogårdsudden",7395872.00,715777.00,3791872.00,5,5,11,2,5,"Kyrkogårdsudden_3791872_11","Jokkmokk",11
22544,"Kyrktjärnen",7389949.00,737010.00,3792285.00,8,5,11,2,5,"Kyrktjärnen_3792285_11","Jokkmokk",11
22545,"Gåbbåjiegge",7416948.00,731841.00,3792691.00,4,2,11,2,5,"Gåbbåjiegge_3792691_11","Jokkmokk",11
22546,"Gåbddåáhpe",7371646.00,729430.00,3792693.00,4,2,11,2,5,"Gåbddåáhpe_3792693_11","Jokkmokk",11
22547,"Kåbbåmyran",7371698.00,729427.00,3792693.00,4,5,11,2,5,"Kåbbåmyran_3792693_11","Jokkmokk",11
22548,"Gåbddåjávrre",7394947.00,750029.00,3792694.00,8,2,11,2,5,"Gåbddåjávrre_3792694_11","Jokkmokk",11
22549,"Goabddális",7345058.00,725303.00,3792695.00,1,2,11,2,5,"Goabddális_3792695_11","Jokkmokk",11
22550,"Kåbdalis",7345110.00,725302.00,3792695.00,1,5,11,2,5,"Kåbdalis_3792695_11","Jokkmokk",11
22551,"Kåbtåjaure",7378086.00,717029.00,3792716.00,8,5,11,2,5,"Kåbtåjaure_3792716_11","Jokkmokk",11
22552,"Gåddegårrå",7413522.00,732467.00,3792730.00,5,2,11,2,5,"Gåddegårrå_3792730_11","Jokkmokk",11
22553,"Kåikulberget",7368208.00,748084.00,3792809.00,5,5,11,2,5,"Kåikulberget_3792809_11","Jokkmokk",11
22554,"Goajvogielas",7385329.00,727389.00,3792814.00,5,2,11,2,5,"Goajvogielas_3792814_11","Jokkmokk",11
22555,"Kåivoheden",7385416.00,727360.00,3792814.00,5,5,11,2,5,"Kåivoheden_3792814_11","Jokkmokk",11
22556,"Kåivokullen",7383356.00,727922.00,3792817.00,5,5,11,2,5,"Kåivokullen_3792817_11","Jokkmokk",11
22557,"Kåivomyren",7401051.00,698495.00,3792818.00,4,5,11,2,5,"Kåivomyren_3792818_11","Jokkmokk",11
22558,"Kåivoträsket",7381523.00,729585.00,3792819.00,8,5,11,2,5,"Kåivoträsket_3792819_11","Jokkmokk",11
22559,"Goahppeloajvve",7391233.00,768242.00,3793393.00,5,2,11,2,5,"Goahppeloajvve_3793393_11","Jokkmokk",11
22560,"Gåhpånis",7368278.00,734643.00,3793394.00,1,2,11,2,5,"Gåhpånis_3793394_11","Jokkmokk",11
22561,"Gåhpånisvárre",7369382.00,733644.00,3793396.00,5,2,11,2,5,"Gåhpånisvárre_3793396_11","Jokkmokk",11
22562,"Kåpponisberget",7369455.00,733647.00,3793396.00,5,5,11,2,5,"Kåpponisberget_3793396_11","Jokkmokk",11
22563,"Gåhpånisjávrre",7368747.00,732843.00,3793397.00,8,2,11,2,5,"Gåhpånisjávrre_3793397_11","Jokkmokk",11
22564,"Kåpponisträsket",7368702.00,731847.00,3793397.00,8,5,11,2,5,"Kåpponisträsket_3793397_11","Jokkmokk",11
22565,"Goarnnanjunnje",7422775.00,655059.00,3793662.00,5,2,11,2,5,"Goarnnanjunnje_3793662_11","Jokkmokk",11
22566,"Gårråjávrre",7367416.00,733761.00,3793672.00,8,2,11,2,5,"Gårråjávrre_3793672_11","Jokkmokk",11
22567,"Kårsåsjön",7411418.00,737170.00,3793713.00,8,5,11,2,5,"Kårsåsjön_3793713_11","Jokkmokk",11
22568,"Goaskásj",7383156.00,733083.00,3793882.00,1,2,11,2,5,"Goaskásj_3793882_11","Jokkmokk",11
22569,"Goaskásjvárre",7384264.00,735312.00,3793884.00,5,2,11,2,5,"Goaskásjvárre_3793884_11","Jokkmokk",11
22570,"Kåskatsberget",7384330.00,735301.00,3793884.00,5,5,11,2,5,"Kåskatsberget_3793884_11","Jokkmokk",11
22571,"Goaskásjjávrre",7382584.00,735475.00,3793886.00,8,2,11,2,5,"Goaskásjjávrre_3793886_11","Jokkmokk",11
22572,"Kåskatssjön",7382142.00,735215.00,3793886.00,8,5,11,2,5,"Kåskatssjön_3793886_11","Jokkmokk",11
22573,"Goasskemnjárgga",7404835.00,666385.00,3793888.00,5,2,11,2,5,"Goasskemnjárgga_3793888_11","Jokkmokk",11
22574,"Goasskemvárre",7427978.00,628356.00,3793891.00,5,2,11,2,5,"Goasskemvárre_3793891_11","Jokkmokk",11
22575,"Goasskemvárre",7405605.00,664033.00,3793892.00,5,2,11,2,5,"Goasskemvárre_3793892_11","Jokkmokk",11
22576,"Kåtaberget",7357964.00,751742.00,3793929.00,5,5,11,2,5,"Kåtaberget_3793929_11","Jokkmokk",11
22577,"Kåtaholmen",7369504.00,709517.00,3793961.00,5,5,11,2,5,"Kåtaholmen_3793961_11","Jokkmokk",11
22578,"Kåtamyran",7374655.00,729479.00,3794036.00,4,5,11,2,5,"Kåtamyran_3794036_11","Jokkmokk",11
22579,"Kåtamyran",7387951.00,723380.00,3794037.00,4,5,11,2,5,"Kåtamyran_3794037_11","Jokkmokk",11
22580,"Kåtatjärnen",7351016.00,727601.00,3794127.00,8,5,11,2,5,"Kåtatjärnen_3794127_11","Jokkmokk",11
22581,"Kåtatjärnen",7380898.00,767515.00,3794128.00,8,5,11,2,5,"Kåtatjärnen_3794128_11","Jokkmokk",11
22582,"Goadejávrre",7402544.00,754704.00,3794175.00,8,2,11,2,5,"Goadejávrre_3794175_11","Jokkmokk",11
22583,"Käinodöveln",7370200.00,734444.00,3794502.00,8,5,11,2,5,"Käinodöveln_3794502_11","Jokkmokk",11
22584,"Gejnut",7389609.00,766907.00,3794503.00,5,2,11,2,5,"Gejnut_3794503_11","Jokkmokk",11
22585,"Gejnutjávrre",7446188.00,696901.00,3794505.00,8,2,11,2,5,"Gejnutjávrre_3794505_11","Jokkmokk",11
22586,"Gejnutjiegge",7440316.00,705814.00,3794506.00,4,2,11,2,5,"Gejnutjiegge_3794506_11","Jokkmokk",11
22587,"Gejnutjiegge",7446020.00,696629.00,3794507.00,4,2,11,2,5,"Gejnutjiegge_3794507_11","Jokkmokk",11
22588,"Gejnutvárásj",7440927.00,702669.00,3794508.00,5,2,11,2,5,"Gejnutvárásj_3794508_11","Jokkmokk",11
22589,"Källbacka",7350188.00,731854.00,3795240.00,1,5,11,2,5,"Källbacka_3795240_11","Jokkmokk",11
22590,"Gäbnásj",7407715.00,745246.00,3799111.00,5,2,11,2,5,"Gäbnásj_3799111_11","Jokkmokk",11
22591,"Gäbnásjvárre",7401200.00,702958.00,3799112.00,5,2,11,2,5,"Gäbnásjvárre_3799112_11","Jokkmokk",11
22592,"Käpnatjberget",7401266.00,702757.00,3799112.00,5,5,11,2,5,"Käpnatjberget_3799112_11","Jokkmokk",11
22593,"Kärtatjärnen",7369859.00,750428.00,3799175.00,8,5,11,2,5,"Kärtatjärnen_3799175_11","Jokkmokk",11
22594,"Käringviken",7396285.00,702072.00,3799925.00,6,5,11,2,5,"Käringviken_3799925_11","Jokkmokk",11
22595,"Kärkelberget",7371755.00,757497.00,3799991.00,5,5,11,2,5,"Kärkelberget_3799991_11","Jokkmokk",11
22596,"Kärleksholmen",7394260.00,717897.00,3800033.00,5,5,11,2,5,"Kärleksholmen_3800033_11","Jokkmokk",11
22597,"Kärsberget",7338146.00,744931.00,3801646.00,5,5,11,2,5,"Kärsberget_3801646_11","Jokkmokk",11
22598,"Kärsbäcktjärnen",7343664.00,746692.00,3801653.00,8,5,11,2,5,"Kärsbäcktjärnen_3801653_11","Jokkmokk",11
22599,"Gärddajávrre",7364331.00,738707.00,3801692.00,8,5,11,2,5,"Gärddajávrre_3801692_11","Jokkmokk",11
22600,"Gärddajávrre",7367443.00,748147.00,3801693.00,8,2,11,2,5,"Gärddajávrre_3801693_11","Jokkmokk",11
22601,"Köpenhamn",7422733.00,624910.00,3802934.00,1,5,11,2,5,"Köpenhamn_3802934_11","Jokkmokk",11
22602,"Ladastjärnen",7342984.00,738522.00,3803976.00,8,5,11,2,5,"Ladastjärnen_3803976_11","Jokkmokk",11
22603,"Ládunnjárgga",7397368.00,677676.00,3804042.00,5,2,11,2,5,"Ládunnjárgga_3804042_11","Jokkmokk",11
22604,"Laddonudden",7397160.00,677660.00,3804042.00,5,5,11,2,5,"Laddonudden_3804042_11","Jokkmokk",11
22605,"Laddonäs",7395630.00,681137.00,3804043.00,5,5,11,2,5,"Laddonäs_3804043_11","Jokkmokk",11
22606,"Ladufors",7358272.00,749101.00,3804367.00,1,5,11,2,5,"Ladufors_3804367_11","Jokkmokk",11
22607,"Ladutjärnen",7342821.00,732215.00,3804647.00,8,5,11,2,5,"Ladutjärnen_3804647_11","Jokkmokk",11
22608,"Lagnäs",7372511.00,756087.00,3805505.00,1,5,11,2,5,"Lagnäs_3805505_11","Jokkmokk",11
22609,"Lámsejávrre",7414898.00,743458.00,3806780.00,8,2,11,2,5,"Lámsejávrre_3806780_11","Jokkmokk",11
22610,"Lámseluoppal",7414718.00,743909.00,3806781.00,8,2,11,2,5,"Lámseluoppal_3806781_11","Jokkmokk",11
22611,"Lánjeksuoloj",7404026.00,668322.00,3807531.00,5,2,11,2,5,"Lánjeksuoloj_3807531_11","Jokkmokk",11
22612,"Lábmejávrre",7382144.00,731985.00,3807933.00,8,2,11,2,5,"Lábmejávrre_3807933_11","Jokkmokk",11
22613,"Lábmejiegge",7381487.00,732761.00,3807934.00,4,5,11,2,5,"Lábmejiegge_3807934_11","Jokkmokk",11
22614,"Lappbäckviken",7384529.00,749778.00,3808045.00,6,5,11,2,5,"Lappbäckviken_3808045_11","Jokkmokk",11
22615,"Lappkåtamyren",7401940.00,696994.00,3808447.00,4,5,11,2,5,"Lappkåtamyren_3808447_11","Jokkmokk",11
22616,"Lappkåtatjärnen",7348592.00,744378.00,3808462.00,8,5,11,2,5,"Lappkåtatjärnen_3808462_11","Jokkmokk",11
22617,"Lappsjöarna",7407367.00,747149.00,3808829.00,8,5,11,2,5,"Lappsjöarna_3808829_11","Jokkmokk",11
22618,"Lappstaden",7395133.00,714567.00,3808884.00,1,5,11,2,5,"Lappstaden_3808884_11","Jokkmokk",11
22619,"Lapptjärnen",7364541.00,712407.00,3809024.00,8,5,11,2,5,"Lapptjärnen_3809024_11","Jokkmokk",11
22620,"Lappudden",7398032.00,708444.00,3809157.00,5,5,11,2,5,"Lappudden_3809157_11","Jokkmokk",11
22621,"Tjáhppisroavásj",7432036.00,714157.00,3809201.00,5,2,11,2,5,"Tjáhppisroavásj_3809201_11","Jokkmokk",11
22622,"Lappvallsberget",7432677.00,714175.00,3809201.00,5,5,11,2,5,"Lappvallsberget_3809201_11","Jokkmokk",11
22623,"Lappviken",7426766.00,620258.00,3809256.00,6,5,11,2,5,"Lappviken_3809256_11","Jokkmokk",11
22624,"Lárkávrre",7406826.00,744688.00,3809352.00,8,2,11,2,5,"Lárkávrre_3809352_11","Jokkmokk",11
22625,"Larsbo",7400408.00,663027.00,3809573.00,1,5,11,2,5,"Larsbo_3809573_11","Jokkmokk",11
22626,"Larvevárre",7376234.00,724698.00,3810263.00,5,2,11,2,5,"Larvevárre_3810263_11","Jokkmokk",11
22627,"Larveberget",7376326.00,724684.00,3810263.00,5,5,11,2,5,"Larveberget_3810263_11","Jokkmokk",11
22628,"Larvejávrre",7377208.00,726332.00,3810278.00,8,2,11,2,5,"Larvejávrre_3810278_11","Jokkmokk",11
22629,"Larvesjön",7377263.00,726324.00,3810278.00,8,5,11,2,5,"Larvesjön_3810278_11","Jokkmokk",11
22630,"Láskas",7412160.00,745255.00,3810355.00,8,2,11,2,5,"Láskas_3810355_11","Jokkmokk",11
22631,"Lássijávrre",7394730.00,761347.00,3810743.00,8,2,11,2,5,"Lássijávrre_3810743_11","Jokkmokk",11
22632,"Lassitjärnen",7343604.00,735015.00,3810752.00,8,5,11,2,5,"Lassitjärnen_3810752_11","Jokkmokk",11
22633,"Lássivárásj",7409013.00,736175.00,3810754.00,5,2,11,2,5,"Lássivárásj_3810754_11","Jokkmokk",11
22634,"Lassivaarankumpu",7408775.00,736078.00,3810754.00,5,6,11,2,5,"Lassivaarankumpu_3810754_11","Jokkmokk",11
22635,"Láhtánjárgga",7424741.00,657527.00,3810981.00,5,2,11,2,5,"Láhtánjárgga_3810981_11","Jokkmokk",11
22636,"Ládasuoloj",7401044.00,670738.00,3810984.00,5,2,11,2,5,"Ládasuoloj_3810984_11","Jokkmokk",11
22637,"Láttagasses",7426831.00,664148.00,3811090.00,5,2,11,2,5,"Láttagasses_3811090_11","Jokkmokk",11
22638,"Láttakjávrre",7413774.00,742295.00,3811092.00,8,2,11,2,5,"Láttakjávrre_3811092_11","Jokkmokk",11
22639,"Lauraholmen",7370083.00,709791.00,3811193.00,5,5,11,2,5,"Lauraholmen_3811193_11","Jokkmokk",11
22640,"Lauritjärnen",7372970.00,753703.00,3811212.00,8,5,11,2,5,"Lauritjärnen_3811212_11","Jokkmokk",11
22641,"Laxmyrträsket",7385675.00,753436.00,3811819.00,8,5,11,2,5,"Laxmyrträsket_3811819_11","Jokkmokk",11
22642,"Laxtjärnen",7366765.00,736587.00,3811988.00,8,5,11,2,5,"Laxtjärnen_3811988_11","Jokkmokk",11
22643,"Liejbejávrre",7335445.00,710980.00,3812804.00,8,2,11,2,5,"Liejbejávrre_3812804_11","Jokkmokk",11
22644,"Liejbáhpe",7419057.00,705871.00,3812812.00,4,2,11,2,5,"Liejbáhpe_3812812_11","Jokkmokk",11
22645,"Liejbáhpjávrásj",7419266.00,704930.00,3812813.00,8,2,11,2,5,"Liejbáhpjávrásj_3812813_11","Jokkmokk",11
22646,"Liejbáhproavve",7417213.00,705664.00,3812814.00,5,2,11,2,5,"Liejbáhproavve_3812814_11","Jokkmokk",11
22647,"Iegeljávrásj",7404945.00,671595.00,3813231.00,8,2,11,2,5,"Iegeljávrásj_3813231_11","Jokkmokk",11
22648,"Iegeljávrre",7404220.00,674350.00,3813232.00,8,2,11,2,5,"Iegeljávrre_3813232_11","Jokkmokk",11
22649,"Liejmek",7392418.00,699084.00,3813532.00,5,2,11,2,5,"Liejmek_3813532_11","Jokkmokk",11
22650,"Lemikmyran",7391175.00,699749.00,3813533.00,4,5,11,2,5,"Lemikmyran_3813533_11","Jokkmokk",11
22651,"Lenatorp",7387255.00,730845.00,3813666.00,1,5,11,2,5,"Lenatorp_3813666_11","Jokkmokk",11
22652,"Lergrubbtjärnen",7381571.00,735009.00,3814339.00,8,5,11,2,5,"Lergrubbtjärnen_3814339_11","Jokkmokk",11
22653,"Rájrrenjárgga",7399438.00,699887.00,3814863.00,1,2,11,2,5,"Rájrrenjárgga_3814863_11","Jokkmokk",11
22654,"Lerudden",7399474.00,699887.00,3814863.00,1,5,11,2,5,"Lerudden_3814863_11","Jokkmokk",11
22655,"Lerviken",7398528.00,706836.00,3815114.00,6,5,11,2,5,"Lerviken_3815114_11","Jokkmokk",11
22656,"Lerviksudden",7348518.00,742522.00,3815144.00,5,5,11,2,5,"Lerviksudden_3815144_11","Jokkmokk",11
22657,"Lidströmsmyran",7328297.00,738356.00,3816996.00,4,5,11,2,5,"Lidströmsmyran_3816996_11","Jokkmokk",11
22658,"Lidströmstjärnen",7327809.00,730162.00,3816998.00,8,5,11,2,5,"Lidströmstjärnen_3816998_11","Jokkmokk",11
22659,"Lidströmsåsen",7328481.00,737978.00,3816999.00,5,5,11,2,5,"Lidströmsåsen_3816999_11","Jokkmokk",11
22660,"Liebbennjárgga",7427805.00,656182.00,3817150.00,5,2,11,2,5,"Liebbennjárgga_3817150_11","Jokkmokk",11
22661,"Liejbebákte",7335756.00,713170.00,3817170.00,5,2,11,2,5,"Liejbebákte_3817170_11","Jokkmokk",11
22662,"Liggá",7415303.00,717318.00,3817337.00,1,2,11,2,5,"Liggá_3817337_11","Jokkmokk",11
22663,"Lieggamvárre",7355512.00,733961.00,3817344.00,5,2,11,2,5,"Lieggamvárre_3817344_11","Jokkmokk",11
22664,"Liggaberget",7355862.00,734584.00,3817344.00,5,5,11,2,5,"Liggaberget_3817344_11","Jokkmokk",11
22665,"Lijggegårsså",7407668.00,736553.00,3817516.00,5,2,11,2,5,"Lijggegårsså_3817516_11","Jokkmokk",11
22666,"Likholmen",7347356.00,742616.00,3817545.00,5,5,11,2,5,"Likholmen_3817545_11","Jokkmokk",11
22667,"Lill-Siak",7375061.00,705960.00,3818130.00,8,5,11,2,5,"Lill-Siak_3818130_11","Jokkmokk",11
22668,"Lilla Kuorkajaure",7399978.00,745413.00,3822623.00,8,5,11,2,5,"Lilla Kuorkajaure_3822623_11","Jokkmokk",11
22669,"Lilla Kåikulträsket",7369935.00,748959.00,3822723.00,8,5,11,2,5,"Lilla Kåikulträsket_3822723_11","Jokkmokk",11
22670,"Unna Samonoajvve",7411687.00,708064.00,3824932.00,5,2,11,2,5,"Unna Samonoajvve_3824932_11","Jokkmokk",11
22671,"Lilla Samonåive",7411748.00,708064.00,3824932.00,5,5,11,2,5,"Lilla Samonåive_3824932_11","Jokkmokk",11
22672,"Lilla Sudokträsket",7365454.00,742240.00,3825843.00,8,5,11,2,5,"Lilla Sudokträsket_3825843_11","Jokkmokk",11
22673,"Unna Tjievresjávrre",7343300.00,744823.00,3826684.00,8,2,11,2,5,"Unna Tjievresjávrre_3826684_11","Jokkmokk",11
22674,"Lilla Utterträsket",7343302.00,744824.00,3826684.00,8,5,11,2,5,"Lilla Utterträsket_3826684_11","Jokkmokk",11
22675,"Lilla Ängesträsket",7365042.00,737823.00,3827309.00,8,5,11,2,5,"Lilla Ängesträsket_3827309_11","Jokkmokk",11
22676,"Lill-Abborrträsket",7372811.00,754972.00,3827589.00,8,5,11,2,5,"Lill-Abborrträsket_3827589_11","Jokkmokk",11
22677,"Lill-Aironjauratj",7378584.00,758089.00,3827726.00,8,5,11,2,5,"Lill-Aironjauratj_3827726_11","Jokkmokk",11
22678,"Lill-Aksejaure",7363064.00,749838.00,3827732.00,8,5,11,2,5,"Lill-Aksejaure_3827732_11","Jokkmokk",11
22679,"Lillandet",7373696.00,756512.00,3827776.00,5,5,11,2,5,"Lillandet_3827776_11","Jokkmokk",11
22680,"Lillberget",7339192.00,695914.00,3828420.00,5,5,11,2,5,"Lillberget_3828420_11","Jokkmokk",11
22681,"Lillberget",7393294.00,700636.00,3828421.00,5,5,11,2,5,"Lillberget_3828421_11","Jokkmokk",11
22682,"Lillberget",7337497.00,719201.00,3828422.00,5,5,11,2,5,"Lillberget_3828422_11","Jokkmokk",11
22683,"Lillberget",7392884.00,721081.00,3828423.00,5,5,11,2,5,"Lillberget_3828423_11","Jokkmokk",11
22684,"Lillberget",7387979.00,732245.00,3828424.00,5,5,11,2,5,"Lillberget_3828424_11","Jokkmokk",11
22685,"Lillberget",7407516.00,739478.00,3828425.00,5,5,11,2,5,"Lillberget_3828425_11","Jokkmokk",11
22686,"Lillberget",7399534.00,741017.00,3828426.00,5,5,11,2,5,"Lillberget_3828426_11","Jokkmokk",11
22687,"Lillberget",7348887.00,743429.00,3828427.00,5,5,11,2,5,"Lillberget_3828427_11","Jokkmokk",11
22688,"Lillberget",7384580.00,744435.00,3828428.00,5,5,11,2,5,"Lillberget_3828428_11","Jokkmokk",11
22689,"Lillberget",7337019.00,744876.00,3828429.00,5,5,11,2,5,"Lillberget_3828429_11","Jokkmokk",11
22690,"Buosustjåhkkå",7337012.00,743921.00,3828429.00,5,2,11,2,5,"Buosustjåhkkå_3828429_11","Jokkmokk",11
22691,"Lillberget",7365838.00,745600.00,3828430.00,5,5,11,2,5,"Lillberget_3828430_11","Jokkmokk",11
22692,"Lillberget",7370560.00,757455.00,3828431.00,5,5,11,2,5,"Lillberget_3828431_11","Jokkmokk",11
22693,"Lillberget",7378598.00,760349.00,3828432.00,5,5,11,2,5,"Lillberget_3828432_11","Jokkmokk",11
22694,"Lillbergsträsket",7335715.00,744135.00,3828572.00,8,5,11,2,5,"Lillbergsträsket_3828572_11","Jokkmokk",11
22695,"Lill-Gäddsjön",7393888.00,759630.00,3830984.00,8,5,11,2,5,"Lill-Gäddsjön_3830984_11","Jokkmokk",11
22696,"Lill-Hansik",7395074.00,758904.00,3831215.00,8,5,11,2,5,"Lill-Hansik_3831215_11","Jokkmokk",11
22697,"Lill-Harajaure",7397919.00,746786.00,3831220.00,8,5,11,2,5,"Lill-Harajaure_3831220_11","Jokkmokk",11
22698,"Lill-Harrok",7345599.00,740439.00,3831234.00,4,5,11,2,5,"Lill-Harrok_3831234_11","Jokkmokk",11
22699,"Lill-Jalggis",7394061.00,747639.00,3831955.00,8,5,11,2,5,"Lill-Jalggis_3831955_11","Jokkmokk",11
22700,"Unna Gárrim",7395129.00,700290.00,3832055.00,5,2,11,2,5,"Unna Gárrim_3832055_11","Jokkmokk",11
